Company Name,Competitors,Founded,Headquarters,Industry,Job Description,Job Title,Location,Rating,Revenue,Salary Estimate,Sector,Size,Type of ownership
"CrunchBase
4.2",-1,2007,"San Francisco, CA",Internet,"About CrunchbaseCrunchbase helps the world discover and connect with the companies that matter. Our data platform is the foundation on top of which all these connections can be made - it not only powers the data at the heart of Crunchbase, but also hundreds of external sites and applications around the world. Our mission is to democratize the way innovators connect to opportunities, and over 50 million professionals-including entrepreneurs, investors, market researchers, and salespeople-trust Crunchbase to inform their business decisions.Engineering at CrunchbaseThe Crunchbase engineering team is a dynamic, fast-paced team that is committed to quickly delivering features, evaluating their performance, and iterating towards the product vision shared by the company.We are organized in vertical teams that include cross-functional engineers as well as functional guildes aimed at working tightly with the product team to deliver high standards of code while iterating quickly on features.We value open and honest communication and strive to build an environment where opinions and views can be shared and considered in an effort to reach the best decision.Data Graph Team at CrunchbaseThe Crunchbase Data Graph team is a brand-new team that will own and drives the vision of building a knowledge graph out of extensive amounts of unstructured data. It also includes the understanding of the data, categorizes the data, evaluates the data quality, extracts useful knowledge out of the data, and construct knowledge graph on top of the knowledge.",Staff NLP Engineer/Data Scientist,"San Francisco, CA",4.2,Unknown / Non-Applicable,$119K-$187K (Glassdoor Est.),Information Technology,51 to 200 employees,Company - Private
"ClassDojo
4.3",-1,2011,"San Francisco, CA",Computer Hardware & Software,"ClassDojo's ultimate goal is to create an education system that gives every child on Earth an education they love. We are doing this by bringing together communities of teachers, children and families, and then helping them get learning experiences their children love. Last school year, we served over 40 million children—with a team of just 45.

Data is core to how ClassDojo makes decisions. As our third Data Scientist / Product Analyst, you'll help create and monetize and analyze products reaching tens of millions of parents, teachers, and children, building a global consumer education business. You'll grow ClassDojo to our next major milestone: reach 100 million+ active families, and tens of millions in revenue, while deepening our brand love.

As a data science team, we work closely with partners across product, engineering, design, research and marketing to develop business insights and make actionable recommendations. We're looking for high-performing generalist data scientists, with experience in product and/or business analytics, to come work alongside us to take on some of the most interesting and impactful problems in education.

You'll lead us on all aspects of business and revenue, and you'll also be part of a high context, cross-functional team, where we value learning quickly to build a modern education system for hundreds of millions of teachers, children and families. You'll pursue a variety of problems ranging from understanding our users, to ensuring we invest in the right growth strategies in each of the 180+ countries we operate it, to growing our community, to empowering teams to find their own answers. You'll work with colleagues across the business to uncover insights, design experiments and measure the impact, and ultimately help influence decision-making across the entire company.

What you'll do:
Partner with product managers, engineers, marketers, designers, and operators to define product strategy and direction
Develop analytical frameworks to monitor business and product performance, including growth and engagement
Develop and own the company revenue model and forecasts
Identify opportunities for growth by designing and analyzing product experiments, working with cross-functional teams to translate insights into action
Empower teammates with the skills and tools to make data-driven decisions.
Relevant skills / experience
3+ years of industry experience in a data science or analytics role
2+ years industry experience in business/revenue focused role
Ability to write structured and efficient SQL queries on large data sets
Experience designing AB/multivariate tests and drawing actionable conclusions
Ability to visualize and communicate insights to stakeholders
Experience in programming, especially with data science libraries in Python or R
A bachelor's degree in Engineering or a related field
Bonus: Experience with data pipelines: transforming raw production and external data into user-friendly tables.
About ClassDojo
ClassDojo's mission is to bring communities together, and help them create an education experience their children love. Founded in 2011 (ImagineK12 / Y Combinator) and based in San Francisco, California, ClassDojo started as a communication app: a simple way for teachers, families, and children to share the magic of the school day through photos, videos, and messages. It creates a close-knit classroom community, and exciting, inspiring and creative classrooms and homes for kids. We're one of the fastest growing education companies of all time, used and loved by tens of millions of teachers, families and children in 90% of K-8 schools in the US, and 180 other countries.

You can read more about our vision to change education from the ground up here: https://medium.com/@samchaudhary/https-medium-com-samchaudhary-how-to-change-education-from-the-ground-up-f82b8f3e4b95.

The Team
We believe focused, talented, non-hierarchical teams can achieve a surprising amount: https://blog.ycombinator.com/its-surprising-how-much-small-teams-can-get-done-sam-chaudhary-of-classdojo/. Our team is made up of engineers, designers, and educators from around the world, with deep backgrounds in education, as well as from leading consumer internet organizations like Instagram, Netflix, Dropbox, Uber, Y Combinator and more. We're building a company that will transform education, and one that is the kind of place we've all always wanted to work. We believe you'll do the best work of your life here.

Diversity

ClassDojo's vision is to give every child on Earth an education they love. We strongly feel the best way to do this is to work with people from diverse backgrounds that truly reflect the world. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. In accordance with the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records. We are happy to accommodate any disabilities or special needs. We hire both locally in San Francisco, and distributed teammates around the world.

If you're excited about having an impact in education at massive scale, we'd love to hear from you.",Data Scientist / Product Analyst,"San Francisco, CA",4.3,Unknown / Non-Applicable,$119K-$187K (Glassdoor Est.),Information Technology,1 to 50 employees,Company - Private
"Brightidea
4.3",-1,2000,"San Francisco, CA",Enterprise Software & Network Solutions,"Data Scientist


at Brightidea
San Francisco

The Role

We are seeking machine learning developers with natural language processing experience.

In general, we are looking for people who are self-motivated and passionate about the field of machine learning and the vast applications of it. These folks will have the ability to work with / understand / and build on top of an existing code base using their deep knowledge of various machine learning algorithms (e.g. neural networks, bayesian methods, etc).

Key responsibilities include, but not limited to:
Build on top of an existing text processing/classification system
Write, maintain, and develop python machine learning modules & repos
Run hyperparameter optimizations + collect, analyze, visualize, and present results
What You Need to Succeed
BS or MS in computer science, mathematics, physics or other hard science/engineering discipline
Programming in Python ~ 2+ years
Numpy, scipy, pandas, Jupyter, and scikit-learn background
Data visualization (e.g. matplotlib, seaborn, bokeh, mpld3, etc)
Ability to implement machine learning algorithms from scratch
Experience with full machine learning pipeline: from data preprocessing, to building/training various models, to hyperparameter optimization, testing, and visualization of results.
Background in deep learning preferred but not required
In Your Application Please Include
A past machine learning project you worked on in which highlights your skills, including: What tools/models did you use? What were some problems you encountered along the way, and how did you solve them?
What Brightidea Offers
Market competitive salary and significant equity in a well-funded, growing company
A chance to impact human creativity
Generous vacation and holidays
Top-notch benefits (healthcare, vision, dental, maternity, paternity, retirement)
A unique opportunity to use your leadership skills, experience, and contacts to build a team and shape the culture of the company.
An incredible team of fun, humble but brilliant co-workers
Background

Helping large companies innovate isn’t easy, but it is vital. Vital to creating new jobs, vital to igniting growth, vital to ensuring a safe, healthy and prosperous future for billions around the globe.

But, innovation at large companies is a mess. Employees often have lots of ideas to improve the business, but, with no formal process, their ideas go unheard, and they eventually give up trying to make a difference. Corporate innovation teams are expected to support a growing list of activities but have historically lacked strong tools designed for the job. Executives, despite having millions to invest, live in fear of disruption, and still have no idea where their “next big idea” will come from, or if it will come at all.

At Brightidea, we’ve built a software platform that’s solving these problems. We’ve been helping organizations be more efficient with the 1.5 trillion dollars invested in R&D annually.

Our Company & Culture

We are a tight-knit, entrepreneurial minded team of self-starters who show up every day with a singular mission: to create a world where the best ideas win. Our primary focus this year is to continue to add exceptionally talented and motivated individuals to the Brightidea team. We are ambitious, bold, highly-collaborative, focused, and we aim to win. We take a humble approach to changing the way corporate R&D teams run innovation challenges.

Anyone joining our company will have the opportunity to shape the culture and be an integral part of setting it up for long term success. If you identify with being humble, T-shaped, and relentlessly resourceful then this could be the perfect team for you to shine in.

Brightidea believes that everyone has the ability to make a difference and that a diverse team generates more innovation and bigger ideas. Just as our product invites organizations to crowd source innovation across their workforce, Brightidea is inclusive and does not discriminate. We accept everybody.",Data Scientist,"San Francisco, CA",4.3,₹1 to ₹5 billion (INR),$119K-$187K (Glassdoor Est.),Information Technology,51 to 200 employees,Company - Private
"Amazon
3.9","Google, Microsoft, Walmart",1994,"Seattle, WA",Internet,"Want to help the largest global enterprises derive business value through the adoption of Artificial Intelligence (AI) and Machine Learning (ML)? Excited by using massive amounts of disparate data to develop ML models? Eager to learn to apply ML to a diverse array of enterprise use cases? Thrilled to be a part of Amazon who has been pioneering and shaping the worlds AI/ML technology for decades?

At Amazon Web Services (AWS), we are helping large enterprises build ML models on the AWS Cloud. We are applying predictive technology to large volumes of data and against a wide spectrum of problems. AWS Professional Services works together with AWS customers to address their business needs using AI solutions.

AWS Professional Services is a unique consulting team. We pride ourselves on being customer obsessed and highly focused on the AI enablement of our customers. If you have experience with AI, including building ML models, wed like to have you join our team. You will get to work with an innovative company, with great teammates, and have a lot of fun helping our customers. A successful candidate will be a person who enjoys diving deep into data, doing analysis, discovering root causes, and designing long-term solutions.

This is a customer-facing role and you will be required to travel to client locations and deliver professional services as needed.

Major responsibilities include:
• Assist customers by being able to deliver a ML project from beginning to end, including understanding the business need, aggregating data, exploring data, building & validating predictive models, and deploying completed models with concept-drift monitoring and retraining to deliver business impact to the organization
• Use AWS AI services (e.g., Personalize), ML platforms (SageMaker), and frameworks (e.g., MXNet, TensorFlow, PyTorch, SparkML, scikit-learn) to help our customers build ML models
• Research and implement novel ML approaches, including hardware optimizations on platforms such as AWS Inferentia
• Work with our other Professional Services consultants (Big Data, IoT, HPC) to analyze, extract, normalize, and label relevant data, and with our Professional Services engineers to operationalize customers models after they are prototyped



Basic Qualifications

· · Bachelors degree in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.) or equivalent professional or military experience
· Experience with ML fields, e.g., natural language processing, computer vision, statistical learning theory
· 4+ years of industry experience in predictive modeling, data science, and analysis
· Experience in an ML engineer or data scientist role building ML models
· Experience writing code in Python, R, Scala, Java, C++ with documentation for reproducibility
· Experience handling terabyte size datasets, diving into data to discover hidden patterns, using data visualization tools, writing SQL, and working with GPUs to develop models
· Experience writing and speaking about technical concepts to business, technical, and lay audiences and giving data-driven presentations



Preferred Qualifications

·
· • Maters degree of PhD in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.)
· • Ability to develop strategic, baselined, data modeling processes; ability to accurately determine cause-and-effect relationships.
· • Publications or presentations in recognized ML journals or conferences
· • Deep technical skills, consulting experience, and business savvy to interface with all levels and disciplines within our customers organization
· • Demonstrable track record of dealing well with ambiguity, prioritizing needs, and delivering results in a dynamic environment
·
· Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.
·
· Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.
·",Data Scientist - Nationwide Opportunities,"San Francisco, CA",3.9,₹500+ billion (INR),$119K-$187K (Glassdoor Est.),Information Technology,10000+ employees,Company - Public
"Slack
4.5","Microsoft, Atlassian, Facebook",2014,"San Francisco, CA",Internet,"Sr. Data Scientist, Foundations


Slack is hiring an experienced data scientist on our Research & Analytics team. You’ll join our team of experts using a variety of data science and research methods to partner with key decision makers within the company. You’ll craft narratives that help us understand our users and our product and inform and influence decisions.

As an experienced data scientist, you will help to make Slack’s Research + Analytics team best-in-class by advocating for and implementing changes to process, tools, and systems. You will be a strong partner to researchers with varying backgrounds, including design researchers, market researchers, and survey scientists.

Slack has a positive, diverse, and supportive culture—we look for people who are curious, inventive, and work to be a little better every single day. In our work together we aim to be smart, humble, hardworking and, above all, collaborative. If this sounds like a good fit for you, why not say hello?

What you will be doing
Partnering closely with our “Foundations” Product team to explore and understand core product behavior in Slack.
Applying various data science methods such as causal inference, experiments, machine learning, modeling, and forecasting to understand the most important aspects of our product, users, and business.
Organizing disparate facts and findings into powerful narratives that have the broadest possible application within Slack.
Evangelizing evidence-based decision making by partnering with key decision makers, and driving general accessibility of data and insights.
Identify and drive improvements to the execution of the full Research + Analytics team through standardization of process and authoring best practices.
What you should have
5+ years of professional industry experience doing quantitative analysis. An advanced degree (MS, PhD) in a quantitative field (e.g. Computer Science, Econometrics, Physics) a plus.
A consistent record of using product data to drive product, sales, and/or marketing teams to achieve ambitious goals and influencing outcomes.
The ability to clearly and effectively communicate the results of complex analysis to a broad audience
Expertise in at least one programming language for data analysis (e.g. Python, R).
Expertise in designing and testing experiments.
Experience working with data technologies that allow effective storage and analysis of large amounts of data (e.g. Hadoop, Hive, Spark, Presto, S3, etc).
Slack is an Equal Opportunity Employer and participant in the U.S. Federal E-Verify program. Women, minorities, individuals with disabilities and protected veterans are encouraged to apply. Slack will consider qualified applicants with criminal histories in a manner consistent with the San Francisco Fair Chance Ordinance.

Slack is a layer of the business technology stack that brings together people, data, and applications – a single place where people can effectively work together, find important information, and access hundreds of thousands of critical applications and services to do their best work. From global Fortune 100 companies to corner markets, businesses and teams of all kinds use Slack to bring the right people together with all the right information. Slack is headquartered in San Francisco, CA and has offices around the world. For more information on how Slack makes teams better connected, visit slack.com.

Ensuring a diverse and inclusive workplace where we learn from each other is core to Slack’s values. We welcome people of different backgrounds, experiences, abilities and perspectives. We are an equal opportunity employer and a pleasant and supportive place to work.

Come do the best work of your life here at Slack.","Sr. Data Scientist, Foundations","San Francisco, CA",4.5,Unknown / Non-Applicable,$119K-$187K (Glassdoor Est.),Information Technology,1001 to 5000 employees,Company - Public
"Tempo Automation
3.9",-1,2013,"San Francisco, CA",Electrical & Electronic Manufacturing,"Tempo Automation is the world's fastest electronics manufacturer. Our software-driven smart factory in the heart of San Francisco merges data, analytics, and automation to deliver new levels of speed, quality, and insights. We make it possible for the world's leading companies in aerospace, medical technology, industrial technology, and beyond to bring new innovations to market faster and better than ever before.

We are looking to hire an experienced and forward-looking Senior Data Scientist to join our engineering team to support disrupting the way electronics are manufactured today! This role is crucial in propelling Tempo Automation forward, using data to optimize factory operations and identify areas of innovation that could make a significant impact on the business. This role will be integral in launching new initiatives to help us garner deep insights toward next level factory efficiency - this is more than tweaking the knobs a few degrees!

You Will:
Formulate, develop, train, and publish machine learning (ML) models
Using ML tools and technologies, work closely with product and manufacturing teams to identify and answer important questions
Advise on set-up and scaling of our data analytics infrastructure
Enjoy working and delivering end-to-end projects independently
Formulate relevant business questions that can be answered using an ML model
Know your tools, and help vet new tools and systems
Understand where data can be leveraged - fully understanding the means and methods of answering questions quantitatively but being able to express conclusions qualitatively
Iterate on your work and analyses, to generate ever-better questions to answer
Apply statistical models to identify root causes and predict future performance
Design, run, and analyze experiments
Understand how to interpret the results of the models you design, how to verify the data, and then translate it into a conclusion or insight for action
Must Have:
Bachelor's degree in Mathematics, Statistics, Computer Science, or related field
4+ years of industry experience in data science broadly
Experience working with AWS (SageMaker, S3, API Gateway a plus), Tableau, Airflow, Lambda, and ElasticSearch or comparable tech stack
Experience with Big Data Technologies (Hadoop, Hive, Hbase, Pig, Spark, etc.)
Strong knowledge of a scientific computing language (R, Python) and SQL
Strong knowledge of statistics (clustering, regression, etc.) and experimental design
Nice to Have:
Masters in a related field
Experience working with manufacturing technology or manufacturing data
Impressive Portfolio of personal Data Science projects
Strong interest in manufacturing optimization and/or PCB
We Provide:
Flexible Vacation - We understand the importance of disconnecting and trust you to manage your time and get your work done. We offer salaried employees an open vacation policy.
Generous Benefits - We value healthy and happy employees. We offer a 401(k) and cover 100% of employee's premium for our competitive base health, dental, and vision package.
Parental Leave - We know you need time to welcome and celebrate each new addition to your family. We offer paid parental leave to make this possible.
Flexible Stock Options - We view options as real compensation. We allow employees who leave after two years of service to exercise their options for up to 7 years.
Snacks & Weekly Lunches - We offer a stacked snack pantry and free company-wide lunch on Friday's to fuel the journey.
San Francisco Office Location - We offer a convenient location with access to Muni, BART and the freeway.
Commuter Benefits - However you get to work, we want to help! We offer all salaried and hourly employees commuter benefits to assist with their journey to and from work.
Transparent and Social Culture - We work better when we're all on the same page. We have regular company-wide meetings to review milestones and metrics, and biweekly socials so our employees have the opportunity to interact with team members from different parts of the company.",Senior Data Scientist,"San Francisco, CA",3.9,₹500 million to ₹1 billion (INR),$119K-$187K (Glassdoor Est.),Manufacturing,51 to 200 employees,Company - Private
"Aktana
4.8",-1,2008,"San Francisco, CA",Computer Hardware & Software,"Aktana is looking for an experienced Data Scientist or Senior Data Scientist to join our Data Science team in San Francisco. The Data Science team builds mathematical and behavioral economics models underpinning Aktana's core solutions for actionable analytics and behavioral intelligence. The set of problems that we tackle is incredibly diverse and complex. They cut across optimization, prediction, modeling, inference, and behavioral science. We research and develop the algorithms and models that make our solution intelligent, as well as implementing, scaling and maintaining the code that powers our production systems.

The ideal candidate is a critical thinker with experience and background in commercial life science domain, passionate about solving mathematical and behavioral problems with data, and is excited about working in a fast-paced, innovative and collaborative environment.

LOCATION


RESPONSIBILITIES
Work with Data Scientists, Product Managers, Customer Success and Services teams to frame a problem, both mathematically and within the business context
Write production-level code; collaborate with Engineering team to implement algorithms in production and productize common solutions
Perform exploratory data analysis to gain a deeper understanding of the problem
Construct and fit statistical, machine learning and optimization models
Utilize commonly used computing and database environments to get the data that you need and implement a working prototype of the formulated model.
Learn and apply new methodologies in the intersection of applied math/ probability/statistics/machine learning/computer science.
Make intelligent approximations to the model if required to make it scalable.
Analyze experimental and observational data; communicate findings; facilitate launch decisions
Identify data sources that could be used to test assumptions
REQUIRED SKILLS/EXPERIENCES
5 years+ of Data Science experience
Proven track record of developing algorithms for production-ready recommendation or prediction systems using languages and big data platforms such as Scala, Python, R, Java, Spark, Cassandra, and Hadoop
Experience working in an agile software development environment
Passion for solving unstructured and non-standard mathematical and behavioral problems
End-to-end experience with data, including querying, aggregation, analysis, and visualization
Experience implementing machine learning algorithms
Experience with analytics for commercial life science and pharma-specific analyses a big plus
Excellent communication and presentation skills, being able to explain complex problems and the solutions applied, feeling comfortable in being part of the sales process, supporting the sales team, engaging with customers and presenting technical solutions to a nontechnical audience
Experience in data science and data analytics for life science industry especially in GTM strategy and execution a big plus
High-energy self-starter with a passion for your work, attention to detail, and a positive attitude
Great team player, willingness to collaborate and communicate with others to solve a problem.
EDUCATION


M.S. or Ph.D. in Statistics, Operations Research, Mathematics, Computer Science, or other quantitative disciplines with at least 2 years of experience

About Aktana

Committed to customer success and innovation, Aktana is at the forefront of transforming how life sciences companies share information with healthcare providers (HCPs). Our proprietary platform harnesses machine learning algorithms to enable marketing and sales teams to seamlessly coordinate and optimize multichannel engagement with HCPs. Today, more than half of the top 20 global pharma companies are using Aktana for intelligent engagement.

Aktana is growing fast and looking for exceptional talent to join our team. We value hard work, transparency, and collaboration and we like to have fun too! We are Great Place to Work Certified, an honor given based on validated feedback from employees who report a consistently positive experience working at Aktana.

Headquartered in San Francisco, we also have offices in Philadelphia, London, Barcelona, Tokyo, Osaka, Shanghai, Beijing, Sydney, and Sao Paulo.",Data Scientist,"San Francisco, CA",4.8,₹1 to ₹5 billion (INR),$119K-$187K (Glassdoor Est.),Information Technology,201 to 500 employees,Company - Private
"Trace Data
3.9",-1,2000,"Santa Ana, CA",Insurance Operators,"Trace Data is developing a ground breaking product to help companies monitor and secure their data. We're integrating the world of security, observability and connectivity. We're looking for people with a strong background or interest in building successful products and systems; you're comfortable in dealing with lots of moving pieces; you have exquisite attention to detail; and love learning new technologies and systems.

As our Data Scientist, you will:
Develop large scale machine learning algorithms that support monitoring, privacy and security capabilities.
Own the machine learning algorithms that power core features in the product such as the identification of sensitive data, automated data classification and anomaly detection using unsupervised and deep learning techniques ranging from computer vision algorithms for pattern recognition to variational auto-encoders to NLP.
Design, build, and launch efficient & reliable new data models, schemas and pipelines to enable analysis, modeling and machine learning.
Partner with product managers, designers, and engineers to prototype and productize data mining features.
Advise on best practices and statistical methods for measuring and evaluating experiments.
You may be fit for this role if you:
Have experience of building products from the ground up.
Have a Bachelor's/Master's degree or higher in a technical field such as Computer Science, Statistics, Economics, Operations Research, Math, Physics or Engineering.
Have a deep theoretical understanding of modern machine learning algorithms, statistical models or optimization.
Have experience with data tools such as Python, R, SAS, SQL, etc and strong skills in data analysis, data visualization and engineering.
Have the ability to own your modeling work from model development all the way to launching into production with minimal help from engineers.
Have experience with MapReduce, Spark, Hive, HBase, Google BigQuery, BigTable is a plus. Experience ML frameworks like Tensorflow, PyTorch, Spark MLlib, XGBoost, and Scikit-Learn is a plus.
You're a strong communicators; explaining complex technical concepts to product managers, data analysts, and other engineers shouldn't be a problem for you.
About Trace Data

Trace Data is an early stage startup founded in 2019 and headquartered in Oakland, California. We're backed by top tier investors including Accel and Kleiner Perkins.

We're a highly cross-functional organization and encourage as much collaboration as possible. We have a culture of transparency that we carry through to internal communication, ensuring everyone has the information they need to make great decisions. We value humility, respect and diversity. We look for people who are curious, want to grow and have impact every day.

Trace Data provides equal employment opportunities (EEO). All applicants are considered without regards to race, color, religion, national origin, age, sex, marital status, ancestry, physical or mental disability, veteran status, or sexual orientation.",Data Scientist,"Oakland, CA",3.9,₹500 million to ₹1 billion (INR),$119K-$187K (Glassdoor Est.),Insurance,51 to 200 employees,Company - Private
"Descript
4.3",-1,-1,"Houston, TX",-1,"Descript is a new kind of audio/video creation tool, powerful enough for professionals, but easy enough to be accessible by the growing community of new media creatives. Our vision is to build the next-generation platform to enable easy and fast creation of audio and video content powered by cutting-edge AI.

As the first Data Scientist in the company, you'll be responsible for creating and executing a strategy to build a strong data-centric culture advocating for best-in-class tools and processes as well as influence key business decisions via quantitive insights.

If you love the idea of being one of the first people at a small, growing startup, working closely with the CEO and the rest of the team to lay the foundation upon which the company grows, powering through ambiguity and limited resources - armed only with autonomy and a lot of different hats to wear - and if you're passionate about audio/video content, this may be the job for you.

Responsibilities:
Mine user behavior data to extract insights related to products and user experience
Build dashboards and reports to deliver insights to product and business owners
Provide inputs and requirements for the evolution of our event analytics system
Work with product management on feature launches, measurement, A/B testing and related requirements

Requirements:
BS (or higher, e.g., MS, or PhD) in Computer Science, Statistics, Applied Mathematics, or related areas
3+ years of experience doing quantitative analysis
Expertise in at least one programming language for data analysis (e.g. Python, R).
Expertise in designing and testing experiments.
Strong communication and collaboration skills
Self-aware of strengths and seeking to constantly learn and improve

Descript is building the next generation platform for creative tools, making audio and video creation as fast, accessible, and collaborative as Google Docs. We are a team of 24 - predominantly engineers, product designers, and AI researchers - with a proven C.E.O. and the backing of some of the world's greatest investors (Andreessen Horowitz, Redpoint Ventures). Our headquarters is in San Francisco, and our A.I. research team, Lyrebird, is based in Montreal.

Descript is the special company that's in possession of both product market fit and the raw materials (passionate user community, great product, large market) for growth, but is still early enough that each new employee has a measurable influence on the direction of the company. We rely on self starters who do their best work when given the freedom to translate the company's high level goals into their day-to-day priorities.",Data Scientist,"San Francisco, CA",4.3,₹50 to ₹100 million (INR),$119K-$187K (Glassdoor Est.),-1,1 to 50 employees,Company - Private
"TCG
4.9",-1,1994,"Washington, DC",IT Services,"We are looking for a talented data-scientist and engineer to play an integral role in helping us find, invest in, and build consumer businesses. We have a track record of working with world-class consumer brands, and we go to work for our portfolio companies. As a Full-Stack Data Scientist, you will be responsible for spearheading our technology and data infrastructure efforts and transforming diverse data into actionable insights. You will work closely with our tight-knit investment team, helping to identify potential new investments, evaluate potential transactions, and drive value creation for our portfolio companies and the firm.

Who Are You?
Full-stack engineer with an entrepreneurial and proactive mindset, who excels in a small team environment
You are excited by the opportunity to build things with code and data to drive meaningful insights and investment decisions
You have a history of solving problems and are known for being intellectually curious and a creative thinker
Excellent communicator, especially when it comes to explaining complex ideas and concepts in a way that is easy to digest and understand
You are interested in and want to learn more about both investing and consumer businesses
A motivated self-starter, you thrive in unstructured environments and adapt to evolving environments and priorities
What Will You Do?
Build and manage our data infrastructure that collects and explores data across multiple categories (web scraping, first-party data from portfolio companies, credit card panels, etc.)
Generate key insights to drive the identification of potential new investment targets
Work closely with the investment team to identify important questions during diligence and conduct data-driven analyses to find answers
Support our portfolio companies by providing insights and analysis to help them operate and grow effectively
Drive the collection of new data and the refinement of existing sources to continue improving our tools and predictive analytics over time
What Have You Done Before?
5+ years of professional experience building data solutions
Hands-on experience in data science and/or software development (Python, R, etc.) with demonstrable success
Achieved an expert understanding of data systems and data warehousing (SQL DB and other datahubs)
Built professional experience working with data management and ETL
Apply to this job on https://www.TCGcapitalrecruiting.com/",Data Scientist / Engineer,"San Francisco, CA",4.9,₹1 to ₹5 billion (INR),$80K-$130K (Glassdoor Est.),Information Technology,51 to 200 employees,Company - Private
"Atlassian
4.4",GitHub,2002,"Sydney, Australia",Computer Hardware & Software,"Atlassian is continuing to hire with all interviewing and on-boarding done virtually due to COVID-19. Everyone new to the team, along with our current staff, will temporarily work from home until it is safe to return to our offices.

Does the challenge of scaling a fast-growing company by empowering it with data, reporting and analytical insight excite you? Using your business instincts, analytics mastery and creativity, you will support a market-leading product, from analysis through to action. If you love finding patterns amidst chaos, making quick decisions, and aren’t afraid of being wrong, this could be a great fit!

You have a proven track record of delivering analyses leading to product insights. You develop strong and trusted relationships with product executives and use your communication skills to change the way your partners approach problems, and influence product roadmaps. You are passionate driving your learning and growth in a dynamic, fast-paced environment.
On the first day, we'll expect you to have
3+ years of experience in analytics or closely related fields
Expertise in SQL and proficiency in another data programming language (Python, R, etc.)
Proficiency in at least one analytics & visualization tool such as Tableau, Looker etc.
A strong intuition for crafting raw data and analysis into well-written and persuasive content
Great communication to share analyses and recommendations to non-technical audiences
Undergraduate in a technical subject from a top school
Its great, but not required, if you have
Experience in both enterprise (or B2B) as well as consumer (or B2C) environments
Track record of presenting at meet-ups and conferences
MS, MBA or PhD degree in a relevant topic
More about our team

The Customer Success Analytics team at Atlassian is tasked to drive insights about our customers throughout their lifecycle with Atlassian. The team is responsible from defining and maintaining a customer health score, provide insights on customer churn and customer retention, build and manage models to predict potential churn and work cross-functionally to help customers get more value from our product suite, drive insights on the multi-year effort to transition on-prem customers to Cloud. This team partner very closely with other analytics teams
We are a highly collaborative team with a high bar of rigorous analyses, and we love to have fun along the way.

More about our benefits

Whether you work in an office or a distributed team, Atlassian is highly collaborative and yes, fun! To support you at work (and play) we offer some fantastic perks: ample time off to relax and recharge, flexible working options, five paid volunteer days a year for your favourite cause, an annual allowance to support your learning & growth, unique ShipIt days, a company paid trip after five years and lots more.

More about Atlassian

Creating software that empowers everyone from small startups to the who’s who of tech is why we’re here. We build tools like Jira, Confluence, Bitbucket, and Trello to help teams across the world become more nimble, creative, and aligned—collaboration is the heart of every product we dream of at Atlassian. From Amsterdam and Austin, to Sydney and San Francisco, we’re looking for people who want to write the future and who believe that we can accomplish so much more together than apart. At Atlassian, we’re committed to an environment where everyone has the autonomy and freedom to thrive, as well as the support of like-minded colleagues who are motivated by a common goal to: Unleash the potential of every team.

Additional Information

We believe that the unique contributions of all Atlassians is the driver of our success. To make sure that our products and culture continue to incorporate everyone's perspectives and experience we never discriminate on the basis of race, religion, national origin, gender identity or expression, sexual orientation, age, or marital, veteran, or disability status.

All your information will be kept confidential according to EEO guidelines.","Data Scientist, Customer Analytics","Mountain View, CA",4.4,Unknown / Non-Applicable,$80K-$130K (Glassdoor Est.),Information Technology,1001 to 5000 employees,Company - Public
