Company Name,Competitors,Founded,Headquarters,Industry,Job Description,Job Title,Location,Rating,Revenue,Salary Estimate,Sector,Size,Type of ownership
"Roku
3.8",-1,2002,"San Jose, CA",IT Services,"About the teamOur Data Science team is an elite research team actively shaping the future of TV,?using Big Data to build and enhance the user experience on the Roku streaming platform. Our machine learning models and statistical analyses optimize user experience across all of Roku's core business models and products, and our scientists engage closely with business, product, and engineering leaders to make material and measurable impacts on the success and growth of the platform.About the roleYou will join an elite group of Data Scientists developing algorithms to power Roku's platform. This role is right for you if you enjoy analyzing user behavior, developing machine learning models?to predict outcomes, creating complex visualizations that depict complex platform phenomena, and debating methodologies and approaches with domain experts.What you will do* Dive into data, clean it up, and interpret insights that can be used to improve business and product performance.* Develop best-in-class algorithms to improve product and business outcomes* Run live experiments to prototype the improvements and prove their efficacy.* Work cross functionally with engineering and product management teams to deploy data science products* Provide expert consultative assistance to other teams in the company, including data scientists working in other areas of Roku's stack* Contribute to the technical vision of the Data Science team.Your experience includes* PhD Degree (or equivalent experience) in Machine Learning, Operations Research, Applied Math, or similar field.* Proven problem solving and analytical abilities.* Excellent understanding of algorithms and data structures for optimization.* Software development skills in Python or Java on UNIX/Linux.* Proficiency with analysis tools such as Spark, R, Matlab or similar.* Experience with TB or PB size datasets preferred.* A minimum of five (5) years' industry experience.* A minimum of five (5) years' industry experience.#LI-PP1",Sr. Research Data Scientist,"San Jose, CA",3.8,₹50 to ₹100 billion (INR),$100K-$150K (Glassdoor Est.),Information Technology,1001 to 5000 employees,Company - Public
"Surya Systems
4.6",-1,-1,"Bristol, PA",Computer Hardware & Software,"Position Data Scientist Location San Francisco, CA Duration Long Term At least 7+ years of experience in applied data science, analytics, data storytelling. Write well documented code that can be shared and used across teams, and can scale to be used in existing products. SQL, Advanced Python or R (descriptive predictive models), Tableau Visualization. Working knowledge of Hadoop, BigQuery, Presto, Vertica Apply your expertise in quantitative analysis, data mining, and the presentation of data to uncover unique actionable insights about customer service, health of public conversation and social media Inform, influence, support, and execute analysis that feeds into one of our many analytics domains - Customer analytics, product analytics, business operation analytics, cost analytics, media analytics, people analytics Select and deselect analytics priorities, insights and data based on ability to drive our desired outcomes Own the end to end process, from initiation to deployment, and through ongoing communication and collaboration, sharing of results to partners and leadership Mentor and create sense of community and learning environments for our global team of data analysts Soft skills Ability to communicate findings clearly to both technical and non-technical audiences and to effectively collaborate within cross-functional teams Working knowledge of agile framework and processes. You should be comfortable managing work plans, timelines and milestones You have a sense of urgency, move quickly and ship things Bonus Points You're experienced in metrics and experiment-driven development Experience in statistical methodology (multivariate, time-series, experimental design, data mining, etc.) Thanks Regards... G Naveen Kumar Surya Systems, Inc 120 E Uwchlan Avenue Suite 203 Exton, PA 19341 Email GavvalaNsuryasys.com mailtoGavvalaNsuryasys.com Desk 215-344-2345",Data Scientist,"San Francisco, CA",4.6,Less than ₹10 million (INR),$100K-$150K (Glassdoor Est.),Information Technology,1 to 50 employees,Company - Private
"Mentor Graphics
4.1","Cadence Design Systems, Synopsys, Altium Limited",1981,"Wilsonville, OR",Computer Hardware & Software,"During the current global health crisis, the priority for Siemens Digital Industries Software is the health and well-being of our entire community including current and future employees, which may add time to our hiring processes. We appreciate your patience and invite you to visit our website to learn more about how Siemens is responding to the pandemic.
Company: SISW - MG
Job Title: Software Engineer (Data Scientist, C,C++,Linux) - 189288
Job Location: USA - CA - Fremont
Job Category: R&D SW Engineering

Job Description:

We are looking for a highly motivated engineer to work in the RET team in the Calibre business unit. In this role you will be responsible for analyzing modeling data (experimental and synthetic/simulated) and coming up with novel ways to organize it, while deriving meaningful operations and extracting maximum information from this data.

You will also be expected to develop supporting software that will be properly integrated in the modeling suite of tools that are used specifically in modeling of semiconductor manufacturing.

You will be teaming up with a group of senior software engineers contributing to final production-level quality of new components and algorithms and to support existing components.

This is a unique role that will challenge you and allow you to grow in interdisciplinary areas of software engineering and data analysis.

Knowledge and experience in the area of data science/data analysis is preferred.

Some familiarity with physical modeling of any discipline (e.g. from fields in electrical or mechanical engineering) will be very useful for the suitable candidate.

Job
Qualifications:

The successful candidate will possess the following
combination of education and experience:
BS or
MS in Data Sciences, Computer Science, Electrical Engineering, Physics or
Applied Mathematics.
Working
knowledge in development of C and C++ on UNIX and/or LINUX platforms.
Excellent
programming skills in at least one mainstream scripting language, preferably
Python.
Experience/knowledge
in data analysis.
Experience/knowledge
in machine learning technology.
Experience
with Python, Keras and Tensorflow.
Demonstrated
ability to learn and explore new technologies.
Excellent
analysis and problem-solving skills.
Must
have the ability to collaborate closely with other members of the team and
develop critical components consistently and in a timely manner.
Experience
with MATLAB/R or equivalent mathematical package is expected.
This position may require access to export-controlled technology. If an export license is required and Mentor Graphics elects to apply for such a license, then candidates must be approved and licensed by the applicable government authorities as a condition of employment.

#LI-MGRP
#LI-JE1

Organization: Digital Industries

Company: Mentor Graphics Corporation

Experience Level: Recent College Graduate

Job Type: Full-time

Equal Employment Opportunity Statement
Siemens is an Equal Opportunity and Affirmative Action Employer encouraging diversity in the workplace. All qualified applicants will receive consideration for employment without regard to their race, color, creed, religion, national origin, citizenship status, ancestry, sex, age, physical or mental disability unrelated to ability, marital status, family responsibilities, pregnancy, genetic information, sexual orientation, gender expression, gender identity, transgender, sex stereotyping, order of protection status, protected veteran or military status, or an unfavorable discharge from military service, and other categories protected by federal, state or local law.

EEO is the Law
Applicants and employees are protected under Federal law from discrimination. To learn more, Click here.

Pay Transparency Non-Discrimination Provision
Siemens follows Executive Order 11246, including the Pay Transparency Nondiscrimination Provision. To learn more, Click here.

California Privacy Notice
California residents have the right to receive additional notices about their personal information. To learn more, click here.","Software Engineer (Data Scientist, C,C++,Linux,Unix) - SISW - MG","Fremont, CA",4.1,₹100 to ₹500 billion (INR),$100K-$150K (Glassdoor Est.),Information Technology,5001 to 10000 employees,Company - Public
"Simply Biotech
4.8",-1,-1,"San Diego, CA",-1,"Job Description
Data Scientist – Simply Biotech

Are you looking for a new career opportunity with an exciting biotech company?! Then we have got the right team for you! In this role, you are responsible for the duties listed below.

Immediate opening for a Data Scientist in Palo Alto, CA who possess:
PhD in a quantitative field in the natural or social sciences e.g. statistics, economics, genetics, political science, etc.
Significant experience in R or Python
Proficiency working in Linux environment
Strong fundamentals in machine learning
Email your resumes to ajones@simplybiotech.com or call 858.251.3562

FULL DESCRIPTION: As a (Senior) Data Scientist, you will lead the development of modern statistical and experimental methodologies to discover actionable insights in our clinical and biological data. These insights will feed directly into our products and support our research and development efforts. You will work closely with an inter-disciplinary team of laboratory scientists, data scientists, and engineers to ensure the company meets its key milestones and objectives as well as identify additional opportunities where data science can bring real business value. You will also have the advantageous opportunity to collaborate on the data generation process itself.

The selected candidate will further possess:
Expertise in applied statistics
Experience working with datasets that cannot fit in a typical personal computer’s memory
Proficiency writing high-quality code, using version control, and maintaining documentation
Ability to communicate and collaborate with an inter-disciplinary team
Ability to translate business-level objectives to data science objectives
Experience with clinical or biological data e.g. genomics, proteomics, imaging, EMR
Experience with association studies in biological domains e.g. GWAS
Experience with study designs for assessing diagnostic tests
For immediate and confidential consideration, please email your resume to ajones@simplybiotech.com or call 858.251.3562

More information can be found at www.SimplyBiotech.com
Company Description
We are Kinetic Personnel Group! As our name implies, we are dedicated to keeping your career in motion by connecting exceptional candidates with great companies. We work with companies across a variety of industries both, locally and nationwide to keep their businesses moving forward. Our customers are established Organizations; large and small; in the private, public, and municipalities sectors. We partner with them to staff for a broad range of positions and across various functionalities, such as:

Accounting/Finance

Information Technology

Sales/ Customer Service

Engineering Disciplines

Manufacturing

Administration

Logistics

Benefits offered by Kinetic Personnel Group: Medical, Dental, Vision, Sick Pay, Longevity Pay, and Holiday Pay",Data Scientist,"Palo Alto, CA",4.8,Unknown / Non-Applicable,$100K-$150K (Glassdoor Est.),-1,51 to 200 employees,Company - Private
"TikTok
3.8",-1,2016,"Los Angeles, CA",Internet,"Data Scientist — Risk
Mountain ViewR&DExperienced
Responsibilities
TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy.

Key Responsibilities：
Work with engineers to design machine learning solutions for anti-abuse systems
Partner with operatives to quickly respond to rapidly evolving threats
Qualifications
Minimum Requirements：
BS degree in Computer Science, Computer Engineering, Electrical Engineering or other relevant majors with 2+ year of work experience
Solid technical / data-mining skills and ability to work with large volume data to detect and identify abusive actions in Bytedance products (e.g. TikTok)
Ability to think critically and to formulate solutions to problems in a clear, concise and timely manner
2+ years of industry experience in predictive analytics and/or statistical modeling role
Apply
Share to",Data Scientist — Risk,"Mountain View, CA",3.8,Unknown / Non-Applicable,$100K-$150K (Glassdoor Est.),Information Technology,1001 to 5000 employees,Company - Private
"Strivr
4.7",-1,2015,"Palo Alto, CA",Computer Hardware & Software,"At the intersection of technology, science, business and sports, Strivr offers an end-to-end, VR-based immersive learning platform that changes the way people around the world train, learn and perform. With a mission to elevate performance through immersive experience, we are redefining an industry in real time and shaping the future of learning.

Strivr was founded in 2015 out of Stanford University’s Virtual Human Interaction Lab, using the football field as our proving ground. Since then, we have quickly expanded from the athlete to the enterprise, partnering with leading Fortune 500 companies including Walmart, Verizon and Fidelity to innovate and elevate employee development.

More than just content inside a headset, immersive learning provides realistic, high-impact experiences driven by L&D experts, instructional designers, data scientists, and immersive content specialists. Strivr offers the only end-to-end solution available today, bringing together the software, hardware, content and services needed to deliver effective training at scale.

Recognized by Fast Company’s Most Innovative Companies of 2019 and 2020, we take pride in our passion for innovation and we use that energy to fuel our work. Our culture thrives on teamwork, grit, transparency and impact, and celebrates every win. It’s an exciting time to join our fast growing team!

At Strivr, our Data Science team develops cutting-edge techniques to improve people’s performance in the real world based on their experiences in the virtual world. As a Data Scientist at Strivr, you will be at the forefront of defining approaches to Immersive Data Science and will be evaluating and optimizing user experience in the virtual world.

Your responsibilities:
Develop innovative approaches to measuring user behavior and evaluating performance in the virtual environment
Collaborate with partners such as Engineering and Solutions teams to instrument the data collection process and build ETL pipelines to obtain data required for your analyses
Implement approaches and communicate insights in a compelling narrative
Incorporate your research outcomes into the data product offering
Minimum Qualifications:
5+ years of industry experience as a Data Scientist
An advanced degree in a quantitative field (e.g Economics, Statistics, Sciences, Engineering)
Experience developing and implementing in-depth approaches, including statistical and econometric analyses and/or ML models
Experience building ETL pipelines
Proficiency with Python (or R), and SQL
Strong communication skills
Passion for using data to improve immersive experiences",Lead Data Scientist,"Palo Alto, CA",4.7,Unknown / Non-Applicable,$100K-$150K (Glassdoor Est.),Information Technology,51 to 200 employees,Company - Private
"Stitch Fix
3.3","Trunk Club, Le Tote, Bombfell",2011,"San Francisco, CA",Other Retail Shops,"About the Team & Role

At Stitch Fix, our data science team combines machine learning with expert-human judgment to generate recommendations and insights that help our clients look and feel their best.

As a member of a nimble, collaborative team, you'll build algorithms that shape the future of personalized merchandising at Stitch Fix. We partner closely with Merchandise, an internal team who decides what to stock in our warehouses. Our team uses a mix of ML, OR, engineering, and product thinking to help them choose the best set of merch that achieves our business objectives and delights our clients.

This is an experienced ""full-stack data scientist"" role where you can grow as a technical innovator and leader. You'll have the opportunity to bring your ideas to life, by building on a foundation of strong business support, clear vision, engaged internal users, and bright, kind teammates.

You're excited about this opportunity because you will?
Identify opportunities for algorithmic innovations to optimize our merchandise portfolio, and lead their technical development.
Work on projects at every stage from idea to MVP to production to business-critical.
Be your own PM-pitch your ideas, design technical systems and user workflows, and work with partners across the company.
Contribute to a culture of rapid prototyping, technical collaboration, and scalable development.
We're excited about you because?
You have a strong stats and ML foundation, experience with Python in production, and a track record of filling in technical gaps as needed.
You're curious: You enjoy brainstorming and testing hypotheses, and you have a knack for bringing out great ideas from those around you.
You connect: You see how things fit together, whether it's functions in a package, features in a product, people in a team, or priorities in a roadmap.
You act: You try the simple things first, and you add sophistication when needed.
You have a relevant PhD or Masters degree, and 3+ years of industry experience.
Why you'll love working at Stitch Fix...
We are a group of bright, kind and goal oriented people. You can be your authentic self here, and are empowered to encourage others to do the same!
We are a successful, fast-growing company at the forefront of tech and fashion, redefining retail for the next generation
We are a technologically and data-driven business
We are committed to our clients and connected through our vision of ""Transforming the way people find what they love""
We love solving problems, thinking creatively and trying new things
We believe in autonomy & taking initiative
We are challenged, developed and have meaningful impact
We take what we do seriously. We don't take ourselves seriously
We have a smart, experienced leadership team that wants to do it right & is open to new ideas
We offer competitive compensation packages and comprehensive health benefits
You will be proud to say that you work for Stitch Fix and will know that the work you do brings joy to our clients every day
About Stitch Fix

Stitch Fix is redefining retail shopping using a unique blend of art and science to deliver a deeply personalized service to our customers. This novel juxtaposition-at once analytic and artistic, technical and adventurous-attracts an extraordinary collection of talented people who are both thinkers and doers. Our diverse workforce has catalyzed enormous company growth over the past three years in terms of customer satisfaction and service efficacy. We'd love for you to help us carry on the trend.

Please review Stitch Fix's Recruiting Privacy Policy here:

https://www.stitchfix.com/privacy/usrecruitingprivacy",Data Scientist - Merch Scenarios,"San Francisco, CA",3.3,₹50 to ₹100 billion (INR),$100K-$150K (Glassdoor Est.),Retail,5001 to 10000 employees,Company - Public
"Asana
4.9",-1,2009,"San Francisco, CA",Enterprise Software & Network Solutions,"Data Scientist

The Data Science team works closely with our product, customer success, and sales teams; we work to make sure teams are asking the right questions and then find those answers. Our data informs us of the impact we are having on the world, and our team is crucial to architecting and building our data infrastructure. We also design and use data analysis tools that increase our data's scalability, accuracy, and accessibility. We understand our company's goals and proactively inform their direction with data so that our product can help more teams do great things.

As a Data Scientist at Asana, you'll help us ask the right questions and answer them rigorously. You'll work closely with our Product and Business teams to understand their goals and proactively inform their direction with data. You'll keep taking on new responsibilities as you grow—from defining core metrics to building machine learning models and keeping the data flowing in our pipelines.

What you'll achieve
Designing and analyzing experiments to measure the impact of new product features
Investigating high-level questions like ""What are the collaborative patterns of the most successful teams using Asana?""
Adding new metrics and aggregations to our data warehouse to make new classes of questions answerable
Building models to predict the growth trajectory of different customer segments
About you
Bachelor Degree in Computer Science, Math, Statistics, Engineering, a related quantitative field, or equivalent experience.
3+ years of experience in applying data science techniques to drive technical product development and decision-making
Strong technical background in computer science, statistics, math, information science, or another quantitative field
Fluency in at least one modern language useful for data processing (e.g. Python, Scala)
Proficiency with relational data modeling and SQL
Expertise in statistical methods and experimental design and analysis
Experience with distributed data processing systems (e.g. Spark, Redshift)
Background in advanced statistical modeling (e.g. GLM, mixed effects) and/or machine learning
About us

Asana helps teams orchestrate their work, from small projects to strategic initiatives. More than 75,000 organizations and millions of users rely on Asana, including AirAsia, AllBirds, Grab, KLM Air France, Kohl's, Sephora, Traveloka, and Viessmann. Asana has been named a Top 5 Best Workplace and the #1 Best Workplace in the Bay Area by Fortune three years in a row, and one of Glassdoor's and Inc.'s Best Places to Work. With nine global offices, including a San Francisco headquarters and flagship offices in Dublin, New York, Sydney, and Tokyo, Asana is always looking for curious, collaborative, and mission-driven people to help us enable the world's teams to work together effortlessly.

Our goal is to ensure that Asana upholds an inclusive environment where all people feel that they are equally respected and valued, whether they are applying for an open position or working at the company. We welcome applicants of any educational background, gender identity and expression, sexual orientation, religion, ethnicity, age, citizenship, socioeconomic status, disability, and veteran status, and we'd love to learn about what you can add to our team.",Data Scientist,"San Francisco, CA",4.9,Unknown / Non-Applicable,$100K-$150K (Glassdoor Est.),Information Technology,501 to 1000 employees,Company - Private
"Google
4.4","Microsoft, Apple, Facebook",1998,"Mountain View, CA",Internet,"Note: By applying to this position your application is automatically submitted to the following locations: Mountain View, CA, USA; San Bruno, CA, USA; Seattle, WA, USA; San Francisco, CA, USA

Minimum qualifications:
Master's degree in a quantitative discipline (e.g., Statistics, Operations Research, Bioinformatics, Economics, Computational Biology, Computer Science, Mathematics, Physics, Electrical Engineering, Industrial Engineering) or equivalent practical experience.
2 years of work experience in data analysis related field.
Experience with statistical software (e.g., R, Python, MATLAB, pandas) and database languages (e.g., SQL)
Preferred qualifications:
PhD degree in a quantitative discipline.
4 years of relevant work experience, including expertise with statistical data analysis such as linear models, multivariate analysis, stochastic models, sampling methods.
Applied experience with machine learning on large datasets.
Experience articulating and translating business questions and using statistical techniques to arrive at an answer using available data.
Demonstrated leadership and self-direction. Willingness to both teach others and learn new techniques.
Demonstrated skills in selecting the right statistical tools given a data analysis problem. Effective written and verbal communication skills.
About the job


As a Data Scientist, you will evaluate and improve Google's products. You will collaborate with a multi-disciplinary team of engineers and analysts on a wide range of problems. This position will bring scientific rigor and statistical methods to the challenges of product creation, development and improvement with an appreciation for the behaviors of the end user.

Google is and always will be an engineering company. We hire people with a broad set of technical skills who are ready to take on some of technology's greatest challenges and make an impact on millions, if not billions, of users. At Google, data scientists not only revolutionize search, they routinely work on massive scalability and storage solutions, large-scale applications and entirely new platforms for developers around the world. From Google Ads to Chrome, Android to YouTube, Social to Local, Google engineers are changing the world one technological achievement after another.
Responsibilities
Work with large, complex data sets. Solve difficult, non-routine analysis problems, applying advanced analytical methods as needed. Conduct analysis that includes data gathering and requirements specification, processing, analysis, ongoing deliverables, and presentations.
Build and prototype analysis pipelines iteratively to provide insights at scale. Develop comprehensive knowledge of Google data structures and metrics, advocating for changes where needed for product development.
Interact cross-functionally, making business recommendations (e.g., cost-benefit, forecasting, experiment analysis) with effective presentations of findings at multiple levels of stakeholders through visual displays of quantitative information.
Research and develop analysis, forecasting, and optimization methods to improve the quality of Google's user facing products.

Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing this form.","Data Scientist, Engineering","San Francisco, CA",4.4,₹500+ billion (INR),$100K-$150K (Glassdoor Est.),Information Technology,10000+ employees,Company - Public
Bond,-1,2019,"San Francisco, CA",Financial Analytics & Research,"Job Description
We believe the future of money is integrated and personal. Bond’s mission is to accelerate the pace of financial innovation and access to capital. Our enterprise-grade financial technology platform streamlines the integration between brands and banks, dramatically reducing friction and creating a more repeatable model. Through our AI-powered infrastructure, Bond enables digital brands to better engage their customers by offering personalized and compliant banking products.

Bond is hiring a Data Scientist team to partner with the executive team and other cross functional stakeholders such as Product, Marketing, Design and Compliance. You will own metric definition, analysis, and presentation of critical business metrics for the team to drive growth and efficiency across the company.

You will:
Apply your expertise in quantitative analysis, data mining, and the presentation of data to see beyond the numbers and understand how our users interact with both our consumer and business products
Partner with Product and Engineering teams to solve problems and identify trends and opportunities
Inform, influence, support, and execute our product decisions and product launches
Questions you may be asked to perform:
Forecasting and setting product team goals
Designing and evaluating experiments
Monitoring key product metrics, understanding root causes of changes in metrics
Building and analyzing dashboards and reports
Building key data sets to empower operational and exploratory analysis
You will have:
1-3 years of experience in data science and analytics in financial services
Experience in trend analysis, factor based analysis and predictive modeling.
Strong communication skills
Expert knowledge of SQL, python, R
BS in engineering, mathematics, science or equivalent
You may also have:
Advanced degrees
Familiarity with machine learning
Familiarity with Tableau, Looker, PowerBI or other data visualization tools
Ability to work in a dynamic, cross-functional environment, with a strong attention to detail

At Bond, we value leadership and believe everyone is a leader. We look for people who operate like owners, who loves to learn, have grit, and operate with integrity and empathy. You're encouraged to apply even if your experience doesn't precisely match the job description. Your skills and passion will stand out — and set you apart. We welcome diverse perspectives and people who are not afraid to challenge assumptions.

Bond is proud to be an equal opportunity workplace. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, gender, gender identity, parental or pregnancy status, national origin, sexual orientation, age, citizenship, marital status, disability, or Veteran status.",Data Scientist,"San Francisco, CA",-1,Unknown / Non-Applicable,$100K-$150K (Glassdoor Est.),Finance,1 to 50 employees,Company - Private
"Square
4.0",-1,2009,"San Francisco, CA",Computer Hardware & Software,"Cash App is the fastest growing financial brand in the world. Initially built to take the pain out of peer-to-peer payments, Cash App has gone from a simple product with a single purpose to a dynamic app with over 24 million monthly active users. We are bringing a better way to send, spend, invest, and save to anyone who has ever sought an alternative to the traditional banking system.Loved by customers and pop culture, we've consistently held the top spot for finance in the App Store for many years, seeing more engagement with millions of followers across social media in a day than most brands see in a year. We are building an ecosystem to redefine the world's relationship with money by making it universally accessible.We want to hire the best talent regardless of location. Our employment model is distributed, offering the opportunity to collaborate with teams across the world in San Francisco, New York, St. Louis, Portland, Toronto, Kitchener-Waterloo, Sydney, and Melbourne.Interested in learning more?We are looking for Product Data Scientists to join Square and help build Cash App, the fastest growing financial app in the world. We are reinventing the way people think about banking and financial services through our P2P, Banking, Cash Card, Boost, BTC, and stock investing products. We derive valuable insights from our extremely unique datasets and turn those into actions that improve the experience for our customers every day. This role is part of our Cash App Analytics team and will be deeply embedded within one of our product teams.Product Data Scientist, BankingYou will work closely with our Banking team, analyzing large datasets to understand how our customers use our core banking features such as the Cash Card, Boost, stored balance, direct deposit, and more. These products drive tremendous value for our customers and our business.Product Data Scientist, GrowthYou will work closely with our Growth team to understand and measure the entire lifecycle of our customers; this role requires some previous experience in Growth and Marketing Analytics. You will analyze large datasets to perform analyses that will optimize our paid marketing and customer acquisition efforts, optimize and improve customer onboarding funnels, monitor product feature attach rates across all Cash App products, and enhance our understanding of customer churn and its root causes.Product Data Scientist, InvestingYou will work closely with our Investing team, analyzing large datasets to understand how our customers use our Bitcoin and stock trading product features. What are they buying? What are they selling? How frequently do they buy or sell assets? What types of customers choose to use our investing features and how are they different from the rest of our massive customer base? Having a background and interest in stock investing and cryptocurrency will be valuable for this position.Product Data Scientist, LendingYou will work closely with our Lending team. This product is brand new and offers our customers a way to access additional funds when they need it. Having a background in consumer credit and lending analytics is required for this position. You will perform many complex analyses to understand customer eligibility, product adoption, repayment behavior, risk, and much more.For all of the above roles, you will:* Partner directly with a Cash App product team, working closely with product managers, engineers, and designers* Analyze large datasets using SQL and scripting languages to surface meaningful/actionable insights and opportunities to the product team and other key stakeholders* Approach problems from first principles, using a variety of statistical and mathematical modeling techniques to research and understand customer behavior* Design and analyze A/B experiments to evaluate the impact of changes we make to the product* Work with engineers to log new, useful data sources as we build new product features* Build, forecast, and report on metrics that drive strategy and facilitate decision making for key business initiatives* Write code to effectively process, cleanse, and combine data sources in unique and useful ways, often resulting in curated ETL datasets that are easily used by the broader team* Build and share data visualizations and self-serve dashboards for your product team* Effectively communicate your work with team leads and cross-functional stakeholders on a regular basisFor all of the above roles, you have:* 1-2 years of data science and analytics experience in industry* A PhD or other relevant graduate degree in the physics, economics, statistics, or a similar STEM field* Experience with scripting and data analysis programming languages, such as Python and R* Advanced proficiency with SQL and data visualization tools (e.g. Tableau)* Experience with cohort and funnel analyses, a deep understanding statistical concepts such as selection bias, probability distributions, and conditional probabilities* Experience in a high-growth tech environment* An appreciation for the connection between your work and the experience it delivers to customers* Intellectual curiosity and a passion for what Cash App is buildingTechnologies we use and teach:* SQL (MySQL, Snowflake, BigQuery, etc.)* Python, R* Tableau, Airflow, LookerCash App treats all employees and job applicants equally. Every decision is based on merit, qualifications, and talent. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.We will consider for employment qualified applicants with criminal histories in a manner consistent with each office's corresponding local guidelines.","Senior Product Data Scientist, Cash App","San Francisco, CA",4.0,₹100 to ₹500 billion (INR),$100K-$150K (Glassdoor Est.),Information Technology,1001 to 5000 employees,Company - Public
"Grammarly
5.0",-1,2009,"San Francisco, CA",Internet,"The opportunity


Grammarly empowers people to thrive and connect, whenever and wherever they communicate. More than 20 million people around the world use our AI-powered writing assistant every day. All of this begins with our team collaborating in a values-driven and learning-oriented environment.

We're looking for a Data Scientist to help us drive decision-making, find bigger opportunities, and improve our product. As a consumer internet company, we produce huge amounts of data, and in this role, you will have outsize opportunities to develop the insights to make it actionable. You will have broad impact and exposure across Grammarly, working with team members from our Product, Research, Marketing, Engineering, and Finance teams.

Grammarly's engineers and researchers have the freedom to innovate and uncover breakthroughs—and, in turn, influence our product roadmap. The complexity of our technical challenges is growing rapidly as we scale our interfaces, algorithms, and infrastructure. Read more about our stack or hear from our team on our technical blog.

Your impact


As a Data Scientist at Grammarly, you will help our team make better decisions by advocating for data-driven approaches across the organization. Your analysis will contribute to our strategy across the business in areas such as user acquisition, engagement, retention, and more.
Within your first month, you will start developing a good understanding of the overall data-processing pipeline, understand a subset of Grammarly's key metrics, and complete at least two small data reports to present to relevant business owners.
By month three, you will become an expert user of our analytical tools, start contributing to the Data Science team's projects, understand all of Grammarly's key metrics, and independently work on small-to-medium-complexity data projects (including A/B tests, channel analysis, and user engagement).
By month six, you will start working independently on complex data projects, such as user segmentation, short- and long-term user-engagement analysis, and lifetime value projections.
By year one, you will become the go-to person and subject-matter expert for a few of Grammarly's key metrics, own and drive projects independently with minimal supervision, and along with our other Data Scientists, ensure ""data science excellence"" at Grammarly (dashboards, high-quality reports, empowered teams, etc.).
We're looking for someone who
Embodies our EAGER values—is ethical, adaptable, gritty, empathetic, and remarkable.
Holds a PhD in a quantitative field or a masters in a quantitative field and has at least 3 years of experience working as a data scientist.
Has experience in data analysis, A/B testing, retention tracking, etc. (consumer product experience is preferred).
Is proficient in data mining and statistics.
Has experience with SQL as well as experience programming in Python, R, Scala, or an equivalent language.
Has strong analytical and critical thinking skills as well as a strong bias toward actionable insights; loves finding insights and getting others to act on them.
Is a self-starter with superior organizational and prioritization skills.
Support for you, professionally and personally
Professional growth: We hire people we trust, and we give team members autonomy to do their best work. We also support professional development with training, coaching, and regular feedback.
A connected team: Grammarly builds products that help people connect, and we apply this mindset to our own team. We have a highly collaborative culture supported by our EAGER values. We also take time to celebrate our colleagues and accomplishments with global, local, and team-specific events and programs.
Comprehensive benefits: Grammarly offers all team members competitive pay along with a benefits package that includes superior health care. We also offer ample and defined time off, catered lunches, gym and recreation stipends, admission discounts, and more.
We encourage you to apply


At Grammarly, we value our differences, and we encourage all—especially those whose identities are traditionally underrepresented in tech organizations—to apply. We do not discriminate on the basis of race, religion, color, gender expression or identity, sexual orientation, national origin, citizenship, age, marital status, veteran status, disability status, or any other characteristic protected by law. Grammarly will consider qualified applicants with criminal histories in a manner consistent with the San Francisco Fair Chance Ordinance. Grammarly is an equal opportunity employer and participant in the U.S. Federal E-Verify program.",Data Scientist,"San Francisco, CA",5.0,Unknown / Non-Applicable,$100K-$150K (Glassdoor Est.),Information Technology,201 to 500 employees,Company - Private
"Clever
4.5",-1,2012,"San Francisco, CA",Computer Hardware & Software,"Thanks to our 15+ million users -- and our network of schools and learning applications -- Clever is a hub of rich, complex data. We use this data every day to help inform product and business decisions, but we know we could be doing so much more. We're looking to you as our first data science hire to join the data team and set the strategy for taking our analytics to the next level. You'll discover actionable insights that directly benefit our customers. This is a hands-on role that will work cross-functionally with stakeholders across the organization to have exceptional impact on our business.

You will:
Create a compelling vision and strategy for how we will use data as we continue to grow
Teach and mentor others around best practices, and help to foster our data-informed culture at Clever
Proactively conduct quantitative research and analysis of Clever's data that results in actionable insights and recommendations
Partner with product managers, engineers, and marketers to translate business insights into decisions and action
You should have:


Minimum 5+ years experience in data science and business analytics with a deep understanding of how data can be used to propel a business forward
Expert in SQL and proficient in programming (R, Python, etc)
Experience using data visualization tools (Tableau, Looker, Chartio, etc)
Ability to communicate clearly and effectively to cross functional partners of varying technical levels
Knowledge of statistics and experimental design
A desire to work in a diverse, highly collaborative team environment",Data Scientist,"San Francisco, CA",4.5,₹1 to ₹5 billion (INR),$100K-$150K (Glassdoor Est.),Information Technology,51 to 200 employees,Company - Private
